id,account_number,instrument_type,symbol,underlying_symbol,quantity,average_daily_market_close_price,average_open_price,average_yearly_market_close_price,close_price,cost_effect,is_frozen,is_suppressed,multiplier,quantity_direction,restricted_quantity,expires_at,realized_day_gain,realized_day_gain_date,realized_day_gain_effect,realized_today,realized_today_date,realized_today_effect,created_at,updated_at
ba3abe23-0356-4995-bf6b-295992fec988,5WU55726,Future Option,./MESU5EXQ5  250829P6425,/MESU5,2,19.5,206,206,19.5,Debit,0,0,5,Short,0,2025-08-29T20:00:00.000+00:00,0,2025-07-16,None,0,2025-07-16,None,2025-07-16T04:02:15.951+00:00,2025-07-16T04:02:17.718+00:00
bee606e5-30f5-4add-9cc6-ff0cb557a18a,5WU55726,Future Option,./MNQU5MQEQ5 250829P24000,/MNQU5,2,466,1143,1143,466,Debit,0,0,2,Short,0,2025-08-29T20:00:00.000+00:00,0,2025-07-16,None,0,2025-07-16,None,2025-07-16T04:03:23.851+00:00,2025-07-16T04:03:25.397+00:00
bd7156eb-4f65-48ba-abe7-c0c2c38b3157,5WU55726,Future Option,./MESU5EXQ5  250829P6375,/MESU5,2,10.75,176.25,176.25,10.75,Credit,0,0,5,Long,0,2025-08-29T20:00:00.000+00:00,0,2025-07-16,None,0,2025-07-16,None,2025-07-16T04:02:16.068+00:00,2025-07-16T04:02:17.700+00:00
b0ae9de3-ea67-467f-9381-80b7c723f095,5WU55726,Future Option,./MCLV5MCOV5 250917P69,/MCLV5,6,5.74,6.19,6.19,5.74,Credit,0,0,100,Long,0,2025-09-17T18:30:00.000+00:00,0,2025-07-16,None,0,2025-07-16,None,2025-07-16T04:02:56.946+00:00,2025-07-16T04:02:58.448+00:00
f6ee54ed-09b1-486a-b788-938f40c438ac,5WU55726,Future Option,./MCLV5MCOV5 250917P70,/MCLV5,6,6.64,6.93,6.93,6.64,Debit,0,0,100,Short,0,2025-09-17T18:30:00.000+00:00,0,2025-07-16,None,0,2025-07-16,None,2025-07-16T04:02:56.809+00:00,2025-07-16T04:02:58.639+00:00
1437941e-b6f8-45ad-9332-71cc727e6952,5WU55726,Future Option,./MNQU5MQEQ5 250829P23900,/MNQU5,2,388.5,1070.25,1070.25,388.5,Credit,0,0,2,Long,0,2025-08-29T20:00:00.000+00:00,0,2025-07-16,None,0,2025-07-16,None,2025-07-16T04:03:23.990+00:00,2025-07-16T04:03:25.745+00:00
